1.2
1.5
7.68
7.71
2
2.1
6.25
6.31
5
4.15
7
2.4
3
4
5.1
7.2
2
7
2.5
2.1
10
3.46
2.5
10
0
3
2.17
2
4
2.55
3.72
2
5
4.96
7.6
0
2.9
4
4
7
6.6
4.37
3
4.12
3
6
7.39
0
4.95
5.15
3.5
4.99
3
3.75
2.1
2.41
5.25
0
1.5
8.7
3.6
5
5
3.2
2.73
6.38
3.09
5
8.21
1.8
10
6.8
5
4.35
2.88
3.55
2
3
2.97
3.7
5
4.5
4
4.8
2.87
3.8
4.25
5.03
5
6.41
6
0
0
3.6
3
8
5
5.2
4.05
7.5
3.09
10
5
2.6
6.6
14.42
3.9
0
0
10
4.2
3.25
4.05
4
3
0
4
0
2
4.5
1.6
3.73
1
2.03
4.05
5.5
5.1
5
11.76
5
4.6
4.6
0
4
2.19
2.43
5
4.81
3.71
4.53
2.8
5
5
5
5
6.5
8.09
5.6
3
10
6.75
0
7.48
3
4.8
0
0
3.4
5
3
5
10
3.68
5.55
3.69
4.61
0
4.95
2.4
4.35
4
12
9.24
5
4.6
0
2.51
5
0
4.52
4
3.23
3.19
5.94
4.95
2.1
3.7
6
3.85
0
4.62
2
3
3
9
5
5.6
2
3.82
4
1.05
4
0
3
2
3
5
3.65
4
3
5.02
3
4.21
0
5
3.15
6
3.05
5
2.55
5.33
0
7.85
3.1
0
5.31
2.7
7
3
3
2
3
5
3.6
3
6.5
6.12
5.2
4
1.46
4.62
6
10
6
2.92
3
5
5
10
5.89
6
2.09
3.46
6.3
5
4
0
5
3.60
5
5.75
4
0
2.80
2.19
5
6.47
4.95
2.50
5.85
2.55
2.19
3.47
3
0
2.55
1.20
1.95
4.62
2.77
8.10
11.93
3.54
4.20
2.47
3.84
10
1.74
3
4
3.06
3.80
3
4.50
4.50
5
5.40
0
4
12.74
5
4.05
4.58
11.54
4.50
3
10
4
5
3
2.37
3.58
2.80
4
5
4
2.55
5.54
5
3
4.35
5
5
4.39
1.04
2.17
0
15.40
4
3
5.02
0
4
6
8.50
10
1.50
4.0
5.40
1
4.05
3.22
0
4.07
7.81
4.85
5.60
